UsageDuration,Userid,Text,Sentiment,Timestamp,User,App,Hashtags,time_spent,Likes,Country,Year,Month,Day,Hour,Age,gender
21,700,Got a flat tire on the way to an important meeting. Talk about a series of bad events! ,Negative,9/23/2023 14:15,User695,Snapchat,#Tag695 #Fun,7,50, USA,2020,9,23,14,45,female
1,266," In the embrace of the autumn breeze, leaves of ambivalence dancing in a waltz between choices and uncertainties. ",Positive,9/14/2019 10:20,User261, Facebook ,#Tag261 #Fun,7,28, UK ,2019,9,14,10,24,non-binary
5,473,"In the gallery of broken promises, each shattered vow framed, a painful exhibition. ",Positive,1/28/2022 13:45,User468, Facebook ,#Tag468 #Fun,7,30, Brazil ,2022,1,28,13,43,male
2,17, Late-night gaming session with friends.            ,Negative,1/20/2023 0:05,User17, Twitter  ,#Tag17 #Fun,7,35, UK       ,2023,1,20,72,19,female
5,408,Rejuvenated by the salty breeze and the sound of waves at the seaside. ,Positive,9/20/2021 14:30,User403, Twitter  ,#Tag403 #Fun,7,35, Spain           ,2021,9,20,14,39,non-binary
5,263," Striding with confidence, footprints of self-assuredness imprinted on the sands of challenges conquered and victories claimed. ",Neutral,2/15/2022 13:15,User258, Instagram ,#Tag258 #Fun,7,50, Australia ,2022,2,15,13,47,female
6,258," Compassionate clouds, heavy with care, showering empathy on the parched grounds of human suffering. ",Positive,6/20/2022 10:30,User253, Twitter ,#Tag253 #Fun,7,36, Australia ,2022,6,20,10,28,non-binary
23,823,Witnessed a heated argument in the cafeteria. Unpleasant atmosphere at lunch. ,Negative,12/26/2023 1:05,User818,YouTube,#Tag818 #Fun,7,8, India             ,2019,1,48,3,17,female
3,419,"Lost in the pages of a captivating novel, transported to another world. ",Neutral,9/28/2019 19:45,User414, Twitter  ,#Tag414 #Fun,7,40, UK              ,2019,9,28,19,56,female
7,458,"Sinking like autumn leaves in the river of sorrow, carried away by the current. ",Neutral,9/15/2020 18:15,User453, Instagram ,#Tag453 #Fun,7,45, Canada ,2020,9,15,18,43,male
5,456,"Haunted by the specter of lost possibilities, a ghost that refuses to fade away. ",Positive,11/8/2019 14:45,User451, Twitter ,#Tag451 #Fun,7,35, Spain ,2019,11,8,14,20,male
2,65, Sending affectionate vibes to all my followers!          ,Negative,2/15/2023 16:00,User62, Instagram ,#Tag62 #Fun,7,30,USA,2023,2,15,16,19,non-binary
3,450,"In the ruins of hope, echoes of shattered dreams whisper tales of loss. ",Neutral,3/15/2021 22:45,User445, Facebook ,#Tag445 #Fun,7,55, Brazil ,2021,3,15,22,18,female
5,252," Dancing through life with the exuberance of a carefree spirit, embracing joy and zest at every turn. ",Neutral,7/12/2018 17:45,User247, Twitter ,#Tag247 #Fun,7,30, USA ,2018,7,12,17,50,female
2,446,"Avoiding the thorns of regret, walking barefoot on the path of remorse. ",Positive,4/18/2022 11:30,User441, Instagram ,#Tag441 #Fun,7,50, Canada ,2022,4,18,11,49,female
11,444,"Heart in ruins, the remnants of shattered dreams scattered in the wind. ",Positive,1/8/2022 11:30,User439, Twitter  ,#Tag439 #Fun,7,40, Brazil     ,2022,1,8,11,64,non-binary
1,233," An impenetrable numbness shields me from the emotional storms, a fortress of stoic resilience. ",Neutral,10/18/2019 14:30,User228, Twitter  ,#Tag228 #Fun,7,22, UK            ,2019,10,18,14,39,female
1,439,"Bitterness like a poison, seeping into every crevice of the wounded heart. ",Positive,12/15/2015 16:15,User434, Facebook ,#Tag434 #Fun,7,50, Australia   ,2015,12,15,16,40,male
2,426,Numbness sets in as the weight of loneliness grows heavier.       ,Neutral,2/12/2021 16:45,User421, Twitter  ,#Tag421 #Fun,7,35, Canada          ,2021,2,12,16,52,non-binary
2,239," Seeking serenity in the melody of raindrops, a tranquil escape from the noise of everyday life. ",Neutral,4/12/2020 19:30,User234,Snapchat,#Tag234 #Fun,7,50, Canada        ,2020,4,12,19,33,female
13,434,"Isolation deepens, an emotional winter where warmth is but a distant memory. ",Neutral,4/2/2020 14:20,User429, Instagram ,#Tag429 #Fun,7,70, Japan       ,2020,4,2,14,36,male
3,246," Ambivalence in the air, caught between the crossroads of conflicting emotions and decisions. ",Negative,8/5/2022 11:30,User241, Instagram ,#Tag241 #Fun,7,30, Canada        ,2022,8,5,11,20,female
5,504,"At the summit of Machu Picchu, a breathtaking panorama that whispers the secrets of ancient civilizations. ",Positive,11/5/2017 22:00,User499, Facebook ,#Tag499 #Fun,7,55, Peru ,2017,11,5,22,50,female
2,200," Lost in the vast sea of information, an indifferent wave in the digital ocean. ",Negative,11/28/2022 17:30,User197, Instagram ,#Tag197 #Fun,7,15, Canada          ,2022,11,28,17,41,male
1,201," The complex puzzle of life leaves me in a state of perpetual confusion, seeking answers in the chaos. ",Positive,4/2/2020 9:45,User198, Facebook ,#Tag198 #Fun,7,20, UK           ,2020,4,2,9,58,non-binary
2,509,"Walking the Great Wall of China, each step a testament to ancient engineering marvels. ",Positive,8/18/2017 19:30,User504, Twitter ,#Tag504 #Fun,7,35, China ,2017,8,18,19,20,female
4,357,Satisfaction derived from successfully completing a DIY project.  ,Positive,12/1/2015 11:30,User352, Twitter  ,#Tag352 #Fun,7,50, USA               ,2015,12,1,11,20,non-binary
57,96, Bitter experience at the customer service department.   ,Negative,2/26/2023 15:00,User93, Facebook ,#Tag93 #Fun,7,35, USA       ,2023,2,26,15,18,female
18,91, Disappointed with the lack of progress in a personal project. ,Positive,2/25/2023 9:00,User88, Twitter  ,#Tag88 #Fun,7,35, India      ,2023,2,25,9,62,non-binary
9,562,"Despite meticulous training, the swimmer faces disappointment as a split-second miscalculation costs them the lead in a crucial race. ",Neutral,6/28/2015 20:00,User557, Instagram ,#Tag557 #Fun,7,55, Australia ,2015,6,28,20,47,non-binary
3,305," Eyes wide open in the night, fearful shadows dancing on the walls, the mind a prisoner of imagined horrors. ",Neutral,5/12/2022 2:00,User300, Facebook ,#Tag300 #Fun,7,36, India ,2022,5,12,2,21,non-binary
8,299," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",Positive,7/17/2022 6:15,User294, Instagram ,#Tag294 #Fun,7,28, India ,2022,7,17,6,19,non-binary
9,173," Anxiety grips my heart, worry clouds my thoughts.  ",Positive,4/15/2019 9:00,User170, Instagram ,#Tag170 #Fun,7,25, UK           ,2019,4,15,9,61,non-binary
2,550,"Cheering for the underdog in the basketball finals, the crowd erupts in applause as the team defies odds to claim the championship title. ",Positive,6/20/2022 21:00,User545, Facebook ,#Tag545 #Fun,7,35, USA ,2022,6,20,21,56,male
13,371,Pride in achieving a personal milestone in career progression.   ,Negative,4/15/2016 14:50,User366, Facebook ,#Tag366 #Fun,7,55, UK                ,2016,4,15,14,44,female
3,177, Regret over missed opportunities haunts my thoughts.,Positive,8/25/2017 16:00,User174, Facebook ,#Tag174 #Fun,7,25, UK           ,2017,8,25,16,28,female
4,178, Disgust at the sight of injustice and cruelty.     ,Negative,2/11/2019 9:45,User175, Twitter  ,#Tag175 #Fun,7,15, India        ,2019,2,11,9,45,male
5,199," Embarking on a journey of discovery, fueled by curiosity and a thirst for knowledge. ",Negative,4/15/2023 10:15,User196, Twitter  ,#Tag196 #Fun,7,30, USA          ,2023,4,15,10,49,female
31,88, Admiring the dedication of volunteers at a local charity. ,Positive,2/24/2023 11:30,User85, Twitter  ,#Tag85 #Fun,7,40, USA        ,2023,2,24,11,41,male
4,514,"Cruising the fjords of Norway, each icy landscape a breathtaking masterpiece of nature's grandeur. ",Neutral,5/28/2018 18:30,User509, Instagram ,#Tag509 #Fun,7,45, Norway ,2018,5,28,18,60,non-binary
3,739,"Reflecting on a lifetime of memories, each wrinkle tells a story. Embracing the beauty of aging. #LifeReflections #BeautyInAging ",Neutral,12/26/2023 1:05,User734,Snapchat,#Tag734 #Fun,7,2, UK ,2019,4,40,59,8,male
54,82, The state of corruption in our society is utterly disgusting. ,Negative,2/21/2023 18:20,User79, Twitter  ,#Tag79 #Fun,7,35, UK         ,2023,2,21,18,57,female
2,283," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",Neutral,7/1/2021 12:10,User278, Instagram ,#Tag278 #Fun,7,42, Canada ,2021,7,1,12,50,non-binary
3,21, Exploring the world of virtual reality.            ,Positive,1/21/2023 13:20,User21, Facebook ,#Tag21 #Fun,7,30,USA,2023,1,21,13,55,non-binary
54,687,Trying out a new smoothie recipe for a healthy start to the week. Smoothie enthusiast: Level up! ,Neutral,9/10/2023 20:45,User682,Snapchat,#Tag682 #Fun,7,42, UK,2016,9,10,20,49,male
8,8, Political discussions heating up on the timeline.  ,Positive,1/17/2023 8:00,User8, Twitter  ,#Tag8 #Fun,7,60, USA      ,2023,1,17,8,40,non-binary
8,528,"Drenched in confetti at a Katy Perry concert, a kaleidoscope of colors igniting the night sky. ",Positive,6/22/2020 22:00,User523, Instagram ,#Tag523 #Fun,7,45, USA ,2020,6,22,22,43,male
20,685,Building a time capsule to capture memories for the future. Time-traveling emotions! ,Negative,9/8/2023 14:15,User680, Facebook ,#Tag680 #Fun,7,48, Canada,2019,9,8,14,29,non-binary
36,85, Sending love to all my followers on this beautiful day! ❤️ ,Negative,2/23/2023 8:30,User82, Twitter  ,#Tag82 #Fun,7,30, Australia  ,2023,2,23,8,62,male
45,679,Accidentally sent a love letter to the wrong person. Love note fail: Maximum embarrassment! ,Neutral,9/2/2023 18:30,User674, Facebook ,#Tag674 #Fun,8,33, USA,2019,9,2,18,48,female
61,108, Excitement for a weekend road trip to explore new places. ,Negative,3/2/2023 16:45,User105, Twitter  ,#Tag105 #Fun,8,50, India     ,2023,3,2,16,52,non-binary
1,665,Accidentally liked my crush's old photo while stalking their profile. Awkward level: Maximum! ,Positive,8/19/2023 19:45,User660, Instagram ,#Tag660 #Fun,8,45, UK,2023,8,19,19,38,non-binary
27,83, Overflowing happiness: welcoming a new family member!  ,Neutral,2/22/2023 10:00,User80, Instagram ,#Tag80 #Fun,8,60, UK           ,2023,2,22,10,38,non-binary
22,77, Pride in achieving a personal milestone.               ,Negative,2/19/2023 16:00,User74, Instagram ,#Tag74 #Fun,8,60, Australia    ,2023,2,19,16,48,female
1,43, Celebrating a friend's birthday tonight! 🎂       ,Positive,1/28/2023 19:30,User41, Facebook ,#Tag41 #Fun,8,30, UK ,2023,1,28,19,56,female
62,92, A surprise visit from an old friend brought tears of joy. ,Positive,2/25/2023 14:45,User89, Instagram ,#Tag89 #Fun,8,50, USA          ,2023,2,25,14,58,non-binary
2,55, Can't believe the injustice happening in our society.,Neutral,2/11/2023 9:30,User52, Twitter  ,#Tag52 #Fun,8,40, Canada     ,2023,2,11,9,24,female
49,97, Finding calmness amidst the chaos of daily life.        ,Negative,2/27/2023 9:30,User94, Twitter  ,#Tag94 #Fun,8,30, India     ,2023,2,27,9,42,female
5,653,"Accidentally spilled paint in art class. Abstract art, right? #ArtClassAdventures #HighSchoolArtist ",Neutral,8/7/2023 19:45,User648, Instagram ,#Tag648 #Fun,8,45, UK,2016,8,7,19,20,male
3,56, Feeling a sense of fear after watching a thriller movie. ,Negative,2/11/2023 21:15,User53, Instagram ,#Tag53 #Fun,8,30, USA          ,2023,2,11,21,61,male
2,671,Danced in the rain to celebrate the end of exams. Rain dance: Unexpectedly refreshing! ,Neutral,8/25/2023 14:15,User666, Facebook ,#Tag666 #Fun,8,50, Canada,2021,8,25,14,52,female
9,670,Planning a surprise scavenger hunt for friends. Anticipating the thrill and excitement! ,Positive,8/24/2023 18:20,User665, Instagram ,#Tag665 #Fun,8,38, UK,2019,8,24,18,53,female
22,109, Kindness witnessed today restores my faith in humanity.  ,Neutral,3/3/2023 11:30,User106, Facebook ,#Tag106 #Fun,8,45, USA       ,2023,3,3,11,52,male
4,325," Loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces. ",Positive,12/1/2017 18:50,User320, Instagram ,#Tag320 #Fun,8,36, USA ,2017,12,1,18,44,male
2,646,"Participated in a charity run, proving that age is no barrier to supporting meaningful causes. #CharityRun #SeniorRunner ",Neutral,7/20/2023 17:00,User641, Twitter ,#Tag641 #Fun,8,60, Canada,2019,7,20,17,45,male
5,511,"Exploring the ancient ruins of Angkor Wat, each stone whispering stories of Khmer civilization. ",Neutral,11/22/2016 13:00,User506, Instagram ,#Tag506 #Fun,8,40, Cambodia ,2016,11,22,13,50,male
47,111, Shame for not being true to my values in a difficult situation.,Neutral,3/3/2023 12:00,User108, Twitter  ,#Tag108 #Fun,8,30, UK        ,2023,3,3,12,22,male
5,202," A numbness settles over me, a shield against the overwhelming emotions life throws my way. ",Negative,8/10/2021 14:00,User199, Twitter  ,#Tag199 #Fun,8,15, India        ,2021,8,10,14,29,female
9,501,"Journeying through the serenity of Santorini, where each sunset paints the sky with hues of tranquility. ",Negative,9/10/2016 19:15,User496, Facebook ,#Tag496 #Fun,8,45, Greece ,2016,9,10,19,41,male
9,499,"Wandering through the historical streets of Kyoto, each step a journey into the heart of Japan's traditions. ",Negative,8/22/2017 21:30,User494, Twitter ,#Tag494 #Fun,8,35, Japan ,2017,8,22,21,44,non-binary
7,204," Revisiting old photographs, caught in the embrace of nostalgia's bittersweet symphony. ",Neutral,2/5/2018 15:15,User201, Facebook ,#Tag201 #Fun,8,20, USA          ,2018,2,5,15,19,male
4,495,"Standing before the grandeur of the Eiffel Tower, a moment to reflect on the beauty of Parisian dreams. ",Negative,5/12/2018 17:30,User490, Twitter ,#Tag490 #Fun,8,55, France ,2018,5,12,17,33,non-binary
8,488,"A surprise gift, wrapped in anticipation, unfolds a moment of delight and wonder. ",Negative,2/5/2023 19:30,User483, Twitter ,#Tag483 #Fun,8,50, Australia ,2023,2,5,19,49,male
2,212," Numb to the chaos, emotions locked away, a stoic facade concealing the inner turmoil. ",Negative,12/28/2019 14:30,User209, Instagram ,#Tag209 #Fun,8,15, Australia     ,2019,12,28,14,54,male
5,479,"Serenading the stars with a heart full of gratitude, a melody of thankfulness. ",Neutral,12/22/2017 21:00,User474, Twitter ,#Tag474 #Fun,8,45, India ,2017,12,22,21,54,male
2,16, Just adopted a cute furry friend! 🐾              ,Negative,1/19/2023 17:10,User16, Instagram ,#Tag16 #Fun,8,30, Canada    ,2023,1,19,17,39,male
3,220," Drifting through the day with a nonchalant demeanor, embracing the art of indifference. ",Positive,2/10/2023 17:00,User217, Twitter  ,#Tag217 #Fun,8,18, UK            ,2023,2,10,17,49,non-binary
1,222," Immersed in a state of emotional numbness, a shield against the storm of daily struggles. ",Positive,12/1/2021 15:30,User219, Facebook ,#Tag219 #Fun,8,20, USA          ,2021,12,1,15,49,male
2,223," A melancholic symphony playing in the background, the soundtrack of a wistful heart. ",Positive,3/25/2019 21:00,User220, Twitter  ,#Tag220 #Fun,8,26, Canada        ,2019,3,25,21,21,non-binary
4,457,"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly. ",Positive,3/28/2017 22:00,User452, Facebook ,#Tag452 #Fun,8,55, Australia ,2017,3,28,22,29,male
3,228," Basking in the serenity of a quiet forest, where the whispers of nature bring peace to the soul. ",Positive,2/28/2020 18:30,User225, Facebook ,#Tag225 #Fun,8,50, USA          ,2020,2,28,18,22,non-binary
3,431,"Emotional storm, a whirlwind of sadness engulfs every thought.    ",Negative,7/18/2017 17:45,User426, Instagram ,#Tag426 #Fun,8,60, India          ,2017,7,18,17,47,female
4,334," Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",Positive,8/18/2018 14:00,User329, Instagram ,#Tag329 #Fun,8,24, Australia ,2018,8,18,14,36,non-binary
6,321," Envious gazes cast upon the podium of success, a bitter pill swallowed, the taste lingering as a constant reminder of unattained heights. ",Positive,2/10/2021 19:30,User316, Twitter ,#Tag316 #Fun,8,40, USA ,2021,2,10,19,55,male
2,316," Bitterness, a bitter aftertaste lingering on the tongue, each word a reminder of wounds that refuse to heal with the passing of time. ",Negative,4/5/2020 16:20,User311, Instagram ,#Tag311 #Fun,8,20, India ,2020,4,5,16,39,non-binary
3,2, Just finished an amazing workout! 💪               ,Positive,1/15/2023 15:45,User2, Instagram ,#Tag2 #Fun,8,40, USA        ,2023,1,15,15,32,male
1,307," Overwhelmed by the weight of the world, Atlas with trembling shoulders, each responsibility a boulder in the landscape of exhaustion. ",Negative,6/25/2021 17:50,User302, Instagram ,#Tag302 #Fun,8,44, Canada ,2021,6,25,17,31,non-binary
3,368,A sense of accomplishment after completing a challenging workout.,Negative,6/30/2022 7:00,User363, Facebook ,#Tag363 #Fun,8,45, Australia          ,2022,6,30,7,39,male
2,512,"Skiing down the slopes of the Swiss Alps, each turn a dance with the majesty of snow-capped peaks. ",Positive,1/10/2019 14:45,User507, Twitter ,#Tag507 #Fun,8,45, Switzerland ,2019,1,10,14,57,female
4,291," Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ",Negative,4/1/2022 18:30,User286, Instagram ,#Tag286 #Fun,8,38, Australia ,2022,4,1,18,52,non-binary
3,6, Rainy days call for cozy blankets and hot cocoa.   ,Neutral,1/16/2023 14:45,User6, Facebook ,#Tag6 #Fun,8,20, Canada   ,2023,1,16,14,56,male
1,279," Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ",Neutral,5/6/2023 7:20,User274, Twitter ,#Tag274 #Fun,8,30, India ,2023,5,6,7,33,female
7,273," Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams. ",Neutral,12/8/2021 14:30,User268, Twitter ,#Tag268 #Fun,8,36, India ,2021,12,8,14,54,non-binary
1,398,Exploring the universe within during a mindful meditation session. ,Neutral,10/20/2017 8:15,User393, Instagram ,#Tag393 #Fun,8,70, Canada           ,2017,10,20,8,40,male
5,267," Gratitude as a guiding star, navigating the constellation of blessings in the vast universe of life's precious moments. ",Positive,3/12/2022 19:55,User262, Twitter ,#Tag262 #Fun,8,38, Australia ,2022,3,12,19,33,non-binary
4,417,Contentment envelops as the aroma of freshly baked bread fills the air. ,Neutral,6/10/2017 12:15,User412, Instagram ,#Tag412 #Fun,8,55, France          ,2017,6,10,12,61,male
1,289," With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ",Positive,9/3/2023 21:40,User284, Facebook ,#Tag284 #Fun,8,32, USA ,2023,9,3,21,57,female
2,517,"In the crowd of a Taylor Swift concert, the lyrics of 'Love Story' create an enchanting fairy tale. ",Negative,5/10/2021 19:45,User512, Facebook ,#Tag512 #Fun,8,60, USA ,2021,5,10,19,30,non-binary
2,505,"In the heart of New York City, Times Square dazzles with lights, a vibrant spectacle of urban energy. ",Neutral,7/20/2022 21:45,User500, Instagram ,#Tag500 #Fun,8,70, USA ,2022,7,20,21,50,non-binary
5,730,Participating in a school-wide art exhibition. Witnessing creativity and spreading positive vibes! ,Negative,11/10/2015 16:45,User725, Instagram ,#Tag725 #Fun,8,44, USA,2022,11,10,16,28,male
4,612,"Attended a classical music concert, feeling the timeless melodies resonate. Music transcends generations. #ClassicalMusic #TimelessMelodies ",Positive,6/16/2023 21:45,User607, Facebook ,#Tag607 #Fun,8,35, Canada,2019,6,16,21,30,male
1,756,"Attended a jazz concert and swayed to the rhythm of timeless tunes. Music, a constant companion in the golden years. #JazzConcert #SeniorMusic ",Neutral,12/26/2023 1:05,User751,Snapchat,#Tag751 #Fun,8,2, India ,2022,12,1,99,7,non-binary
3,611,Embarking on a journey of learning a new language. The mind stays young with every new word. #LanguageLearning #NeverTooLate ,Neutral,6/15/2023 12:15,User606, Twitter ,#Tag606 #Fun,8,60, UK,2016,6,15,12,63,female
2,603,Rediscovered childhood cartoons and had a nostalgia-filled marathon. #CartoonNostalgia #TeenMemories ,Positive,6/7/2023 12:45,User598, Twitter ,#Tag598 #Fun,8,45, USA,2021,6,7,12,64,non-binary
4,143, Gratitude for the supportive community around me.    ,Positive,4/20/2013 10:30,User140, Instagram ,#Tag140 #Fun,8,60, USA ,2013,4,20,10,26,non-binary
5,599,Spent hours creating the perfect playlist for every mood. Music is my therapy. #PlaylistMaker #TeenMusicLover ,Positive,6/3/2023 21:15,User594, Facebook ,#Tag594 #Fun,8,45, Canada,2016,6,3,21,46,male
5,326," Yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon. ",Positive,4/18/2020 16:15,User321, Facebook ,#Tag321 #Fun,8,20, Australia ,2020,4,18,16,51,female
1,585,Successfully avoided eye contact with my crush in the hallway. Mission accomplished. #TeenCrush #StealthMode ,Positive,5/20/2023 19:45,User580, Twitter ,#Tag580 #Fun,8,30, USA,2023,5,20,19,42,non-binary
5,519,"Swaying to Ed Sheeran's acoustic melodies, a serene evening filled with 'Perfect' moments. ",Negative,8/18/2020 19:00,User514, Twitter ,#Tag514 #Fun,8,35, UK ,2020,8,18,19,48,non-binary
7,584,"Exploring the historical architecture of an ancient city, the traveler is transported to a bygone era, where each monument whispers tales of the past. ",Neutral,4/18/2019 20:30,User579, Twitter ,#Tag579 #Fun,8,70, Greece ,2019,4,18,20,29,male
1,34, Coding a new project with enthusiasm.              ,Neutral,1/25/2023 13:15,User32, Facebook ,#Tag32 #Fun,8,60, USA ,2023,1,25,13,33,female
5,574,"Capturing the essence of a bustling market, the photographer freezes moments in time, each frame telling a unique and vibrant story. ",Negative,3/22/2019 21:45,User569, Instagram ,#Tag569 #Fun,8,45, Australia ,2019,3,22,21,26,female
1,159, Compassion in volunteering for a local charity.       ,Positive,12/18/2015 14:20,User156, Facebook ,#Tag156 #Fun,8,35, USA      ,2015,12,18,14,60,male
9,618,"Taking a stroll in the garden, appreciating the beauty of blooming flowers. Nature's wonders never cease. #GardenWalk #FloralBeauty ",Negative,6/22/2023 13:45,User613, Facebook ,#Tag613 #Fun,8,50, USA,2022,6,22,13,22,female
2,164, Reverence for the wonders of nature on a hiking trail.,Negative,5/11/2020 15:00,User161, Instagram ,#Tag161 #Fun,8,35, USA        ,2020,5,11,15,24,non-binary
1,565,"In the serene beauty of a sunset, nature unfolds a canvas of colors, evoking a sense of tranquility and wonder. ",Negative,7/10/2021 19:00,User560, Instagram ,#Tag560 #Fun,8,80, Canada ,2021,7,10,19,42,male
2,192," Sinking in despair, each day darker than the last. ",Positive,8/20/2020 20:20,User189, Facebook ,#Tag189 #Fun,8,20, India         ,2020,8,20,20,54,female
1,524,"Experiencing the magic of a Coldplay concert, where 'Fix You' becomes a beacon of hope in the night. ",Neutral,11/28/2016 19:00,User519, Instagram ,#Tag519 #Fun,8,60, UK ,2016,11,28,19,34,non-binary
5,534,"Swaying to the reggae vibes of Bob Marley's tribute concert, each chord a journey to Jamaica's soul. ",Negative,3/5/2020 18:45,User529, Instagram ,#Tag529 #Fun,8,60, Jamaica ,2020,3,5,18,21,female
3,537,"Streaming the latest web series, the viewer is engrossed in the characters' journey, feeling a sense of connection and empathy. ",Negative,7/8/2020 19:30,User532, Facebook ,#Tag532 #Fun,8,60, Canada ,2020,7,8,19,46,non-binary
2,538,"At the film festival, the indie filmmaker's creation receives a standing ovation, evoking pride and a sense of accomplishment. ",Negative,9/18/2017 21:45,User533, Twitter ,#Tag533 #Fun,8,45, Australia ,2017,9,18,21,53,female
4,640,"Started learning ballroom dancing, gliding gracefully across the dance floor. Ageless elegance in every step. #BallroomDancing #SeniorDancer ",Positive,7/14/2023 16:15,User635, Twitter ,#Tag635 #Fun,8,40, USA,2022,7,14,16,43,male
4,33, Enjoying a cup of tea and watching the sunset.     ,Negative,1/25/2023 18:00,User31, Twitter  ,#Tag31 #Fun,8,30, India    ,2023,1,25,18,45,male
1,757,"Joined a writing group, penning down thoughts and reflections. Writing, a journey into the depths of the soul. #WritingGroup #SeniorWriter ",Neutral,12/26/2023 1:05,User752,Snapchat,#Tag752 #Fun,8,3, USA ,2017,6,87,9,1,non-binary
2,554,"Witnessing a heartwarming comeback in the hockey finals, fans share tears of joy as the team secures a historic victory after adversity. ",Neutral,12/12/2020 20:00,User549, Instagram ,#Tag549 #Fun,8,45, Canada ,2020,12,12,20,49,female
13,560,"In the golf tournament, a missed crucial putt results in defeat, causing the golfer to reflect on the pressure of high-stakes competition. ",Positive,8/20/2016 18:30,User555, Facebook ,#Tag555 #Fun,8,35, USA ,2016,8,20,18,52,female
1,750,"Sipping on a favorite vintage wine, each sip telling a story of the years gone by. Cheers to a life well-lived. #WineLover #VintageCheers ",Negative,12/26/2023 1:05,User745,Snapchat,#Tag745 #Fun,9,27, India ,2023,2,42,9,42,non-binary
51,849,Participating in a science fair to showcase a unique experiment. Sharing knowledge with peers. ,Neutral,12/26/2023 1:05,User844,YouTube,#Tag844 #Fun,9,8, Netherlands     ,2023,19,9,2,1,female
2,39, Practicing mindfulness with meditation.            ,Positive,1/27/2023 12:30,User37, Twitter  ,#Tag37 #Fun,9,30, India    ,2023,1,27,12,54,male
63,841,Organizing a community cleanup event for a cleaner neighborhood. Promoting environmental awareness. ,Positive,12/26/2023 1:05,User836,YouTube,#Tag836 #Fun,9,39, Canada           ,2022,2,7,8,35,female
26,840,Trying out a new study technique for upcoming exams. Exploring different learning strategies. ,Positive,12/26/2023 1:05,User835,YouTube,#Tag835 #Fun,9,6, Japan            ,2018,82,73,35,37,female
4,749,"Taking a stroll in the garden, appreciating the beauty of blooming flowers. Nature's wonders never cease. #GardenWalk #FloralBeauty ",Positive,12/26/2023 1:05,User744,Snapchat,#Tag744 #Fun,9,90, Australia ,2023,5,67,22,3,male
2,794,Hosting a sleepover with friends this weekend. Preparing for a night of laughter and memories! ,Positive,12/26/2023 1:05,User789,YouTube,#Tag789 #Fun,9,2, Australia ,2021,9,4,94,7,non-binary
45,824,Received a not-so-great grade on a major project. Academic frustration setting in. ,Neutral,12/26/2023 1:05,User819,YouTube,#Tag819 #Fun,9,24, USA               ,2021,1,73,7,6,male
2,45, A cozy evening with a good movie.                 ,Positive,1/29/2023 20:20,User43, Twitter  ,#Tag43 #Fun,9,35, Canada   ,2023,1,29,20,21,male
2,776,"Started a blog sharing the wisdom gained through the years, proving that every day is a chance to learn and grow. #SeniorWisdom #Blog ",Negative,12/26/2023 1:05,User771,Snapchat,#Tag771 #Fun,9,95, Canada ,2021,93,3,8,9,female
6,782,"Daydreaming about the upcoming prom. The dress, the dance – it's a fairytale in the making! ",Neutral,12/26/2023 1:05,User777,Snapchat,#Tag777 #Fun,9,1, Canada ,2019,8,84,5,90,female
6,18, Attending a virtual conference on AI.              ,Negative,1/20/2023 11:30,User18, Facebook ,#Tag18 #Fun,9,50,USA,2023,1,20,11,41,female
2,25, Sunday brunch with friends.                        ,Positive,1/22/2023 12:00,User25, Instagram ,#Tag25 #Fun,9,30, UK ,2023,1,22,12,29,non-binary
5,24, Celebrating a milestone at work! 🎉               ,Negative,1/22/2023 14:30,User24, Facebook ,#Tag24 #Fun,9,25, Canada  ,2023,1,22,14,50,non-binary
38,838,Having a string of bad luck with constant technology malfunctions. Tech troubles galore! ,Positive,12/26/2023 1:05,User833,YouTube,#Tag833 #Fun,9,18, Brazil           ,2019,6,13,94,6,female
7,14, Technology is changing the way we live.            ,Positive,1/19/2023 9:45,User14, Twitter  ,#Tag14 #Fun,9,30, India    ,2023,1,19,9,41,non-binary
1,590,"Got dressed for the day, then remembered it's Saturday. Oops. #WeekendVibes #TeenStruggles ",Neutral,5/25/2023 19:00,User585, Facebook ,#Tag585 #Fun,9,40, USA,2023,5,25,19,56,non-binary
2,48, Attending a virtual reality meetup.                ,Positive,1/30/2023 18:30,User46, Twitter  ,#Tag46 #Fun,9,55, India    ,2023,1,30,18,26,male
2,234," Melancholy painting the world in hues of nostalgia, a canvas of bittersweet memories. ",Neutral,1/5/2020 20:00,User229, Instagram ,#Tag229 #Fun,9,26, USA          ,2020,1,5,20,28,female
